,,,
Time,No.,Content,Hotness
,48,幼儿园让带盆多肉小男孩拎来很多肉,143374
,49,珠穆朗玛峰一百年对比照,141917
,50,广州新增确诊详情,134423
,,,
Time,No.,Content,Hotness
2021-12-17 00:30:02,,,
,,双奥之城城市之光, 
,1,高鸭,1891103
,2,韩国政府叫停与病毒共存模式,1174292
,3,如何理解马克思主义中国化新的飞跃,824055
,4,埃博拉是世界上最高级别的病毒之一,821352
,5,摸鱼app,808302
,6,央广网评女子实名举报前婆婆,788561
,7,青岛大学一教职员工发表不当言论被处分,783885
,8,陈小纭射箭场上场下随拍,729638
,9,震旦学院发布错误言论教师被开除,503747
,10,晚安短信计划,422585
,11,原来世界上真的有隐身术,421650
,12,没有比失去你更难受的事了,418263
,13,青岛大学,401000
,14,南京女大学生遇害案嫌犯作案动机,324604
,15,西施王清融,321078
,16,李沁 请君,311436
,17,绍兴近70名病例与一家生鲜超市有关,279491
,18,刘银月前公公正接受纪检部门调查,271118
,19,陈豪刚开播就芭比Q了,264986
,20,晚安计划,264720
,21,日剧美丽的他,264556
,22,珠穆朗玛峰一百年对比照,251877
,23,震旦学院回应教师错误言论,231382
,24,情侣避免吵架的最好方式,223381
,25,被胡军张若昀雪中及冠礼整破防了,219507
,26,李安怎么又丧又好笑,217448
,27,50天后咱北京见,205993
,28,丁程鑫舞台表情管理,196299
,29,绍兴上虞区疫情正处于高位波动状态,190074
,30,香港健康码向广州深圳市民开放,183278
,31,胡兵治疗幽门螺杆菌全纪录,181873
,32,倪妮说小敏家好看,181139
,33,风起洛阳,179539
,34,陈卓和李萍坦白恋情,168354
,35,汉文帝陵发现神秘青铜齿轮,162405
,36,南京女大学生被害案庭审取消,158818
,37,周翊然向涵之,158574
,38,非洲小朋友的舞蹈天赋有多强,156210
,39,刘耀文wave好绝,146858
,40,这是小说里水汪汪的大眼睛吧,144834
,41,假酒害人不浅呐,140752
,42,泡泡堂,136512
,43,鹿晗今晚开始追李唐,134964
,44,南京女大学生被害案或涉案中案,131200
,45,QQ堂停运,117363
,46,西安市新增5个中风险区,115208
,47,养宠物的人才会感同身受吧,108478
,48,初中女生拉入室窃贼监控下露脸,108471
,49,幼儿园让带盆多肉小男孩拎来很多肉,108405
,50,广州新增确诊详情,105302
,,,
Time,No.,Content,Hotness
2021-12-17 00:45:01,,,
,,双奥之城城市之光, 
,1,高鸭,1633582
,2,韩国政府叫停与病毒共存模式,1093760
,3,如何理解马克思主义中国化新的飞跃,707486
,4,埃博拉是世界上最高级别的病毒之一,707477
,5,摸鱼app,707064
,6,央广网评女子实名举报前婆婆,706575
,7,陈小纭射箭场上场下随拍,613836
,8,青岛大学一教职员工发表不当言论被处分,597235
,9,震旦学院发布错误言论教师被开除,491112
,10,西施王清融,465253
,11,没有比失去你更难受的事了,419592
,12,晚安短信计划,388724
,13,珠穆朗玛峰一百年对比照,362342
,14,青岛大学,355726
,15,原来世界上真的有隐身术,341988
,16,南京女大学生遇害案嫌犯作案动机,300718
,17,李沁 请君,276677
,18,晚安计划,256886
,19,刘银月前公公正接受纪检部门调查,245750
,20,绍兴近70名病例与一家生鲜超市有关,243468
,21,日剧美丽的他,243112
,22,震旦学院回应教师错误言论,241649
,23,陈豪刚开播就芭比Q了,229261
,24,50天后咱北京见,202396
,25,情侣避免吵架的最好方式,198016
,26,被胡军张若昀雪中及冠礼整破防了,187389
,27,风起洛阳,182406
,28,绍兴上虞区疫情正处于高位波动状态,180937
,29,香港健康码向广州深圳市民开放,172932
,30,南京女大学生被害案庭审取消,166812
,31,胡兵治疗幽门螺杆菌全纪录,166319
,32,倪妮说小敏家好看,159218
,33,丁程鑫舞台表情管理,157571
,34,汉文帝陵发现神秘青铜齿轮,155424
,35,周翊然向涵之,146789
,36,陈卓和李萍坦白恋情,144038
,37,泡泡堂,138965
,38,南京女大学生被害案或涉案中案,131488
,39,鹿晗今晚开始追李唐,130580
,40,李安怎么又丧又好笑,128785
,41,黄渤说创作不能急功近利,126478
,42,这是小说里水汪汪的大眼睛吧,125600
,43,刘耀文wave好绝,123286
,44,QQ堂停运,122348
,45,平顶山刘玉琨,122293
,46,西安市新增5个中风险区,110785
,47,广州新增确诊详情,109394
,48,幼儿园让带盆多肉小男孩拎来很多肉,108569
,49,养宠物的人才会感同身受吧,92142
,50,非洲小朋友的舞蹈天赋有多强,91858
,,,
Time,No.,Content,Hotness
2021-12-17 01:00:01,,,
,,十九届六中全会解读, 
,1,高鸭,1196572
,2,韩国政府叫停与病毒共存模式,963782
,3,如何理解马克思主义中国化新的飞跃,945244
,•,奔驰电动旗舰EQS,
,4,摸鱼app,930636
,5,埃博拉是世界上最高级别的病毒之一,861737
,6,央广网评女子实名举报前婆婆,544799
,7,西施王清融,463015
,8,震旦学院发布错误言论教师被开除,418695
,9,青岛大学一教职员工发表不当言论被处分,412267
,10,没有比失去你更难受的事了,344109
,11,珠穆朗玛峰一百年对比照,331086
,12,晚安短信计划,291354
,13,原来世界上真的有隐身术,263735
,14,南京女大学生遇害案嫌犯作案动机,253790
,15,青岛大学,249672
,16,平顶山刘玉琨,245841
,17,震旦学院回应教师错误言论,244273
,18,陈小纭射箭场上场下随拍,230475
,19,李沁 请君,214068
,20,刘银月前公公正接受纪检部门调查,212552
,21,日剧美丽的他,207796
,22,晚安计划,201292
,23,绍兴近70名病例与一家生鲜超市有关,186324
,24,陈豪刚开播就芭比Q了,179364
,25,情侣避免吵架的最好方式,164380
,26,50天后咱北京见,161950
,27,黄渤说创作不能急功近利,150244
,28,绍兴上虞区疫情正处于高位波动状态,148217
,29,香港健康码向广州深圳市民开放,145081
,30,被胡军张若昀雪中及冠礼整破防了,139080
,31,胡兵治疗幽门螺杆菌全纪录,138863
,32,风起洛阳,137775
,33,汉文帝陵发现神秘青铜齿轮,131856
,34,南京女大学生被害案庭审取消,130830
,35,倪妮说小敏家好看,124521
,36,南京女大学生被害案或涉案中案,122305
,37,丁程鑫舞台表情管理,114833
,38,泡泡堂,114674
,39,周翊然向涵之,113134
,40,陈卓和李萍坦白恋情,101432
,41,QQ堂停运,97063
,42,鹿晗今晚开始追李唐,95144
,43,这是小说里水汪汪的大眼睛吧,91427
,44,西安市新增5个中风险区,89063
,45,刘耀文wave好绝,87032
,46,幼儿园让带盆多肉小男孩拎来很多肉,86759
,47,广州新增确诊详情,82666
,48,养宠物的人才会感同身受吧,81200
,49,上海震旦学院,79386
,50,汪文斌展示冬奥倒计时徽章,58917
,,,
Time,No.,Content,Hotness
2021-12-17 01:15:01,,,
,,双奥之城城市之光, 
,1,高鸭,901596
,2,韩国政府叫停与病毒共存模式,753847
,3,如何理解马克思主义中国化新的飞跃,693252
,4,埃博拉是世界上最高级别的病毒之一,686777
,5,摸鱼app,643700
,6,央广网评女子实名举报前婆婆,459748
,7,西施王清融,426613
,8,震旦学院发布错误言论教师被开除,381646
,9,青岛大学一教职员工发表不当言论被处分,309291
,10,没有比失去你更难受的事了,279860
,11,珠穆朗玛峰一百年对比照,267485
,12,平顶山刘玉琨,265800
,13,震旦学院回应教师错误言论,243041
,14,晚安短信计划,235484
,15,南京女大学生遇害案嫌犯作案动机,215965
,16,原来世界上真的有隐身术,201709
,17,青岛大学,200983
,18,刘银月前公公正接受纪检部门调查,190495
,19,李沁 请君,177009
,20,黄渤说创作不能急功近利,164869
,21,日剧美丽的他,164546
,22,晚安计划,161017
,23,绍兴近70名病例与一家生鲜超市有关,158037
,24,广州疫情,155868
,25,陈豪刚开播就芭比Q了,153268
,26,50天后咱北京见,145908
,27,情侣避免吵架的最好方式,136095
,28,绍兴上虞区疫情正处于高位波动状态,130772
,29,香港健康码向广州深圳市民开放,125265
,30,南京女大学生被害案庭审取消,118518
,31,胡兵治疗幽门螺杆菌全纪录,116822
,32,风起洛阳,114637
,33,汉文帝陵发现神秘青铜齿轮,112899
,34,陈小纭射箭场上场下随拍,111594
,35,南京女大学生被害案或涉案中案,107487
,36,被胡军张若昀雪中及冠礼整破防了,106238
,37,倪妮说小敏家好看,101980
,38,泡泡堂,98558
,39,周翊然向涵之,89269
,40,QQ堂停运,85978
,41,丁程鑫舞台表情管理,82917
,42,陈卓和李萍坦白恋情,80864
,43,西安市新增5个中风险区,78992
,44,鹿晗今晚开始追李唐,77990
,45,上海震旦学院,76887
,46,这是小说里水汪汪的大眼睛吧,75374
,47,幼儿园让带盆多肉小男孩拎来很多肉,72284
,48,广州新增确诊详情,69812
,49,养宠物的人才会感同身受吧,64626
,50,刘耀文wave好绝,61386
,,,
Time,No.,Content,Hotness
2021-12-17 01:30:01,,,
,,燃情冰雪拼出未来, 
,1,高鸭,678464
,2,韩国政府叫停与病毒共存模式,560578
,3,如何理解马克思主义中国化新的飞跃,545287
,4,埃博拉是世界上最高级别的病毒之一,538535
,5,摸鱼app,458357
,6,广州疫情,389672
,7,央广网评女子实名举报前婆婆,369042
,8,震旦学院发布错误言论教师被开除,353928
,9,西施王清融,338772
,10,青岛大学一教职员工发表不当言论被处分,253922
,11,平顶山刘玉琨,247431
,12,珠穆朗玛峰一百年对比照,246033
,13,震旦学院回应教师错误言论,229982
,14,没有比失去你更难受的事了,201466
,15,南京女大学生遇害案嫌犯作案动机,195995
,16,晚安短信计划,185249
,17,青岛大学,169243
,18,原来世界上真的有隐身术,163718
,19,刘银月前公公正接受纪检部门调查,156500
,20,黄渤说创作不能急功近利,146015
,21,日剧美丽的他,145091
,22,绍兴近70名病例与一家生鲜超市有关,139727
,23,李沁 请君,135959
,24,晚安计划,130849
,25,陈豪刚开播就芭比Q了,130788
,26,50天后咱北京见,124857
,27,绍兴上虞区疫情正处于高位波动状态,116894
,28,情侣避免吵架的最好方式,109461
,29,香港健康码向广州深圳市民开放,105632
,30,南京女大学生被害案庭审取消,103135
,31,胡兵治疗幽门螺杆菌全纪录,102665
,32,汉文帝陵发现神秘青铜齿轮,101304
,33,风起洛阳,97319
,34,南京女大学生被害案或涉案中案,96355
,35,被胡军张若昀雪中及冠礼整破防了,88625
,36,泡泡堂,86478
,37,倪妮说小敏家好看,82637
,38,上海震旦学院,77738
,39,QQ堂停运,73428
,40,周翊然向涵之,73134
,41,西安市新增5个中风险区,69522
,42,陈卓和李萍坦白恋情,66551
,43,幼儿园让带盆多肉小男孩拎来很多肉,64579
,44,鹿晗今晚开始追李唐,63353
,45,这是小说里水汪汪的大眼睛吧,62468
,46,丁程鑫舞台表情管理,61870
,47,养宠物的人才会感同身受吧,58289
,48,汪文斌展示冬奥倒计时徽章,51765
,49,陈小纭射箭场上场下随拍,51765
,50,广州新增确诊详情,51561
,,,
Time,No.,Content,Hotness
2021-12-17 01:45:01,,,
,,燃情冰雪拼出未来, 
,1,高鸭,515849
,2,韩国政府叫停与病毒共存模式,422416
,3,如何理解马克思主义中国化新的飞跃,370027
,4,广州疫情,362625
,5,埃博拉是世界上最高级别的病毒之一,347509
,6,摸鱼app,330216
,7,震旦学院发布错误言论教师被开除,327464
,8,央广网评女子实名举报前婆婆,282806
,9,西施王清融,243491
,10,青岛大学一教职员工发表不当言论被处分,225496
,11,平顶山刘玉琨,225397
,12,珠穆朗玛峰一百年对比照,223240
,13,震旦学院回应教师错误言论,219619
,14,南京女大学生遇害案嫌犯作案动机,165942
,15,青岛大学,152027
,16,晚安短信计划,151936
,17,刘银月前公公正接受纪检部门调查,139219
,18,没有比失去你更难受的事了,136829
,19,原来世界上真的有隐身术,124359
,20,黄渤说创作不能急功近利,121005
,21,日剧美丽的他,118792
,22,绍兴近70名病例与一家生鲜超市有关,115787
,23,李沁 请君,112764
,24,50天后咱北京见,112296
,25,陈豪刚开播就芭比Q了,107348
,26,晚安计划,105992
,27,绍兴上虞区疫情正处于高位波动状态,98851
,28,南京女大学生被害案或涉案中案,91986
,29,情侣避免吵架的最好方式,91687
,30,汉文帝陵发现神秘青铜齿轮,90988
,31,胡兵治疗幽门螺杆菌全纪录,90851
,32,南京女大学生被害案庭审取消,90249
,33,香港健康码向广州深圳市民开放,88957
,34,风起洛阳,81517
,35,上海震旦学院,77760
,36,被胡军张若昀雪中及冠礼整破防了,76763
,37,泡泡堂,70831
,38,谁是凶手,67681
,39,倪妮说小敏家好看,66143
,40,幼儿园让带盆多肉小男孩拎来很多肉,60568
,41,QQ堂停运,60434
,42,周翊然向涵之,59696
,43,西安市新增5个中风险区,53671
,44,鹿晗今晚开始追李唐,52705
,45,陈卓和李萍坦白恋情,52190
,46,养宠物的人才会感同身受吧,51156
,47,这是小说里水汪汪的大眼睛吧,49346
,48,汪文斌展示冬奥倒计时徽章,49196
,49,丁程鑫舞台表情管理,47776
,50,广州新增确诊详情,41832
,,,
Time,No.,Content,Hotness
2021-12-17 05:00:02,,,
,,双奥之城城市之光, 
,1,韩国政府叫停与病毒共存模式,122053
,2,高鸭,78503
,3,如何理解马克思主义中国化新的飞跃,70710
,•,别处种草 知乎种树,
,4,埃博拉是世界上最高级别的病毒之一,70346
,5,央广网评女子实名举报前婆婆,68924
,6,广州疫情,67473
,7,青岛大学一教职员工发表不当言论被处分,60191
,8,摸鱼app,56318
,9,青岛大学,43620
,10,震旦学院发布错误言论教师被开除,43572
,11,张俪粉丝在逃晋江写手,43569
,12,刘银月前公公正接受纪检部门调查,43555
,13,珠穆朗玛峰一百年对比照,40312
,14,海珠,37027
,15,陈豪刚开播就芭比Q了,35720
,16,绍兴近70名病例与一家生鲜超市有关,32800
,17,平顶山刘玉琨,32437
,18,50天后咱北京见,32296
,19,汉文帝陵发现神秘青铜齿轮,32286
,20,原来世界上真的有隐身术,31702
,21,南京女大学生遇害案嫌犯作案动机,31451
,22,换弹癌治愈视频,29070
,23,日剧美丽的他,25492
,24,晚安计划,24127
,25,南京女大学生被害案或涉案中案,24093
,26,李沁 请君,23787
,27,风起洛阳,23666
,28,绍兴上虞区疫情正处于高位波动状态,23332
,29,被胡军张若昀雪中及冠礼整破防了,23188
,30,幼儿园让带盆多肉小男孩拎来很多肉,23148
,31,不同专业学生的理想与现实,22374
,32,南京女大学生被害案庭审取消,21513
,33,谁是凶手,21477
,34,西施王清融,20790
,35,胡兵治疗幽门螺杆菌全纪录,19199
,36,晚安短信计划,19073
,37,香港健康码向广州深圳市民开放,18691
,38,倪妮说小敏家好看,18447
,39,没有比失去你更难受的事了,17894
,40,黄渤说创作不能急功近利,17470
,41,汉文帝陵出土穿越感青铜齿轮,17303
,42,情侣避免吵架的最好方式,17006
,43,汪文斌展示冬奥倒计时徽章,16461
,44,超新星运动会,15526
,45,西安市新增5个中风险区,15383
,46,周翊然向涵之,15299
,47,震旦学院回应教师错误言论,15290
,48,养宠物的人才会感同身受吧,15041
,49,陈卓和李萍坦白恋情,14562
,50,泡泡堂,14097
,,,
Time,No.,Content,Hotness
2021-12-17 05:15:01,,,
,,十九届六中全会解读, 
,1,韩国政府叫停与病毒共存模式,126881
,2,高鸭,77063
,3,如何理解马克思主义中国化新的飞跃,68266
,4,埃博拉是世界上最高级别的病毒之一,68052
,5,央广网评女子实名举报前婆婆,67853
,6,广州疫情,67586
,•,陈小春对应采儿说I Do,
,7,青岛大学一教职员工发表不当言论被处分,58211
,8,摸鱼app,54413
,9,刘银月前公公正接受纪检部门调查,48945
,10,震旦学院发布错误言论教师被开除,43523
,11,张俪粉丝在逃晋江写手,43416
,12,珠穆朗玛峰一百年对比照,41587
,13,青岛大学,39933
,14,陈豪刚开播就芭比Q了,36822
,15,换弹癌治愈视频,35042
,16,不同专业学生的理想与现实,34077
,17,绍兴近70名病例与一家生鲜超市有关,32849
,18,50天后咱北京见,32022
,19,原来世界上真的有隐身术,30919
,20,平顶山刘玉琨,30881
,21,南京女大学生遇害案嫌犯作案动机,30385
,22,汉文帝陵发现神秘青铜齿轮,28981
,23,海珠,27292
,24,日剧美丽的他,24734
,25,南京女大学生被害案或涉案中案,23223
,26,李沁 请君,22920
,27,晚安计划,22588
,28,幼儿园让带盆多肉小男孩拎来很多肉,21973
,29,被胡军张若昀雪中及冠礼整破防了,21881
,30,绍兴上虞区疫情正处于高位波动状态,21118
,31,西施王清融,20861
,32,谁是凶手,20860
,33,风起洛阳,20833
,34,南京女大学生被害案庭审取消,20679
,35,胡兵治疗幽门螺杆菌全纪录,20104
,36,倪妮说小敏家好看,18492
,37,香港健康码向广州深圳市民开放,18167
,38,黄渤说创作不能急功近利,17797
,39,晚安短信计划,17795
,40,没有比失去你更难受的事了,17679
,41,汪文斌展示冬奥倒计时徽章,16496
,42,情侣避免吵架的最好方式,15832
,43,汉文帝陵出土穿越感青铜齿轮,15389
,44,西安市新增5个中风险区,15054
,45,震旦学院回应教师错误言论,14965
,46,周翊然向涵之,14708
,47,陈卓和李萍坦白恋情,14423
,48,超新星运动会,14376
,49,养宠物的人才会感同身受吧,13900
,50,将植物的生物电流转化为合成器音符,13282
,,,
Time,No.,Content,Hotness
2021-12-17 05:30:01,,,
,,燃情冰雪拼出未来, 
,1,韩国政府叫停与病毒共存模式,141054
,2,高鸭,91766
,3,如何理解马克思主义中国化新的飞跃,77976
,•,别处种草 知乎种树,
,4,埃博拉是世界上最高级别的病毒之一,77799
,5,央广网评女子实名举报前婆婆,77667
,6,广州疫情,77184
,7,青岛大学一教职员工发表不当言论被处分,69043
,8,摸鱼app,60098
,9,刘银月前公公正接受纪检部门调查,53646
,10,震旦学院发布错误言论教师被开除,48643
,11,张俪粉丝在逃晋江写手,48156
,12,青岛大学,47471
,13,不同专业学生的理想与现实,44313
,14,珠穆朗玛峰一百年对比照,43654
,15,陈豪刚开播就芭比Q了,42030
,16,换弹癌治愈视频,40777
,17,50天后咱北京见,38258
,18,绍兴近70名病例与一家生鲜超市有关,36440
,19,南京女大学生遇害案嫌犯作案动机,34923
,20,平顶山刘玉琨,34775
,21,原来世界上真的有隐身术,33630
,22,汉文帝陵发现神秘青铜齿轮,31531
,23,风起洛阳,29730
,24,日剧美丽的他,28800
,25,超新星运动会,27923
,26,晚安计划,27588
,27,南京女大学生被害案或涉案中案,27494
,28,李沁 请君,26476
,29,南京女大学生被害案庭审取消,26337
,30,绍兴上虞区疫情正处于高位波动状态,25357
,31,震旦学院回应教师错误言论,24620
,32,胡兵治疗幽门螺杆菌全纪录,24620
,33,晚安短信计划,24585
,34,海珠,24428
,35,谁是凶手,24202
,36,幼儿园让带盆多肉小男孩拎来很多肉,23990
,37,被胡军张若昀雪中及冠礼整破防了,23519
,38,西施王清融,23321
,39,香港健康码向广州深圳市民开放,21001
,40,汪文斌展示冬奥倒计时徽章,20941
,41,没有比失去你更难受的事了,20147
,42,倪妮说小敏家好看,20028
,43,黄渤说创作不能急功近利,19897
,44,陈卓和李萍坦白恋情,19857
,45,情侣避免吵架的最好方式,18741
,46,超新星运动会预选赛直播,18622
,47,周翊然向涵之,18589
,48,西安市新增5个中风险区,17397
,49,汉文帝陵出土穿越感青铜齿轮,16188
,50,养宠物的人才会感同身受吧,14760
,,,
Time,No.,Content,Hotness
2021-12-17 05:45:01,,,
,,十九届六中全会解读, 
,1,韩国政府叫停与病毒共存模式,150403
,2,高鸭,87593
,3,如何理解马克思主义中国化新的飞跃,81430
,•,中国羽绒服全球领先,
,4,埃博拉是世界上最高级别的病毒之一,80964
,5,央广网评女子实名举报前婆婆,80957
,6,广州疫情,76904
,7,青岛大学一教职员工发表不当言论被处分,60035
,8,摸鱼app,59250
,9,刘银月前公公正接受纪检部门调查,51640
,10,绍兴近70名病例与一家生鲜超市有关,50437
,11,张俪粉丝在逃晋江写手,50333
,12,不同专业学生的理想与现实,49873
,13,珠穆朗玛峰一百年对比照,46696
,14,换弹癌治愈视频,45516
,15,陈豪刚开播就芭比Q了,43491
,16,青岛大学,34807
,17,震旦学院发布错误言论教师被开除,33765
,18,原来世界上真的有隐身术,32304
,19,平顶山刘玉琨,32080
,20,50天后咱北京见,32024
,21,南京女大学生遇害案嫌犯作案动机,30486
,22,汉文帝陵发现神秘青铜齿轮,28211
,23,日剧美丽的他,27248
,24,南京女大学生被害案或涉案中案,25482
,25,海珠,24522
,26,李沁 请君,24425
,27,绍兴上虞区疫情正处于高位波动状态,23411
,28,幼儿园让带盆多肉小男孩拎来很多肉,22348
,29,西施王清融,22111
,30,谁是凶手,22093
,31,胡兵治疗幽门螺杆菌全纪录,22039
,32,风起洛阳,21923
,33,晚安计划,21506
,34,被胡军张若昀雪中及冠礼整破防了,21332
,35,香港健康码向广州深圳市民开放,20449
,36,南京女大学生被害案庭审取消,20411
,37,陈卓和李萍坦白恋情,19965
,38,没有比失去你更难受的事了,19541
,39,倪妮说小敏家好看,19321
,40,黄渤说创作不能急功近利,18635
,41,晚安短信计划,18070
,42,将植物的生物电流转化为合成器音符,16905
,43,情侣避免吵架的最好方式,16585
,44,西安市新增5个中风险区,16173
,45,周翊然向涵之,16133
,46,震旦学院回应教师错误言论,14381
,47,超新星运动会,14335
,48,汪文斌展示冬奥倒计时徽章,14327
,49,无臂男子苦练3年脚弹吉他,13340
,50,汉文帝陵出土穿越感青铜齿轮,13078
,,,
Time,No.,Content,Hotness
2021-12-17 06:15:01,,,
,,十九届六中全会解读, 
,1,韩国政府叫停与病毒共存模式,228804
,2,高鸭,128839
,3,如何理解马克思主义中国化新的飞跃,113603
,4,埃博拉是世界上最高级别的病毒之一,112989
,5,央广网评女子实名举报前婆婆,111927
,6,广州疫情,109371
,7,青岛大学一教职员工发表不当言论被处分,91484
,8,摸鱼app,89190
,9,刘银月前公公正接受纪检部门调查,81821
,10,绍兴近70名病例与一家生鲜超市有关,75913
,11,张俪粉丝在逃晋江写手,75364
,12,珠穆朗玛峰一百年对比照,74380
,13,陈豪刚开播就芭比Q了,63797
,14,换弹癌治愈视频,54908
,15,不同专业学生的理想与现实,51250
,16,平顶山刘玉琨,49547
,17,陈卓和李萍坦白恋情,47311
,18,原来世界上真的有隐身术,46995
,19,无臂男子苦练3年脚弹吉他,43470
,20,震旦学院发布错误言论教师被开除,42291
,21,南京女大学生遇害案嫌犯作案动机,41505
,22,李沁 请君,36850
,23,汉文帝陵发现神秘青铜齿轮,36403
,24,50天后咱北京见,35719
,25,青岛大学,34948
,26,日剧美丽的他,34177
,27,绍兴上虞区疫情正处于高位波动状态,34033
,28,南京女大学生被害案或涉案中案,32436
,29,西施王清融,32024
,30,幼儿园让带盆多肉小男孩拎来很多肉,31392
,31,胡兵治疗幽门螺杆菌全纪录,31314
,32,海珠,31042
,33,被胡军张若昀雪中及冠礼整破防了,30726
,34,倪妮说小敏家好看,27079
,35,风起洛阳,26784
,36,香港健康码向广州深圳市民开放,26596
,37,没有比失去你更难受的事了,25170
,38,南京女大学生被害案庭审取消,24155
,39,周翊然向涵之,21801
,40,黄渤说创作不能急功近利,21302
,41,谁是凶手,21104
,42,情侣避免吵架的最好方式,20875
,43,西安市新增5个中风险区,20648
,44,将植物的生物电流转化为合成器音符,19948
,45,晚安短信计划,19365
,46,晚安计划,18056
,47,和北京冬奥一起向未来,17898
,48,超新星运动会,16674
,49,我的2021旅行记忆,16560
,50,震旦学院回应教师错误言论,16389
,,,
Time,No.,Content,Hotness
2021-12-17 06:45:01,,,
,,双奥之城城市之光, 
,1,韩国政府叫停与病毒共存模式,434664
,2,高鸭,249365
,3,如何理解马克思主义中国化新的飞跃,208751
,4,埃博拉是世界上最高级别的病毒之一,208732
,5,央广网评女子实名举报前婆婆,208679
,6,广州疫情,208183
,7,摸鱼app,170436
,8,青岛大学一教职员工发表不当言论被处分,165207
,9,刘银月前公公正接受纪检部门调查,142013
,10,绍兴近70名病例与一家生鲜超市有关,135149
,11,张俪粉丝在逃晋江写手,134454
,12,宋轶画的柳然发腮了,134392
,13,珠穆朗玛峰一百年对比照,133366
